Title,Category,Questions Average BLEU,Options Average BLEU
The wildly complex anatomy of a sneaker - Angel Chang,"Design, Engineering & Technology",0.701411915,0.734217511
Is Google killing your memory?,Thinking & Learning,0.771124519,0.276763194
Why cockroaches are so hard to kill,Science & Technology,0.71759287,0.675422983
The art forger who tricked the Nazis - Noah Charney,History,0.712424206,0.25321383
Adding '-ed' | Past tense verbs,Literature & Language,0.69907996,0.725259884
Meat-eating plants,Environmental Science,0.813258977,0.437385314
Why bats don't get sick - Arinjay Banerjee,Science & Technology,0.721943262,0.355546544
Myths you learned in health class,Public Health,0.682268606,0.455700162
The amazing effects of gratitude,Thinking & Learning,0.729596699,0.559579664
"Why should you read ""Waiting for Godot""? - Iseult Gillespie",Literature & Language,0.714562972,0.558541731
The archer's paradox in slow motion,Mathematics,0,0
Can you outsmart a troll (by thinking like one)? - Claire Wardle,Science & Technology,0.725882288,0.314498553
The five W's song,Literature & Language,0.771645552,0.143977175
"The big-beaked, rock-munching fish that protect coral reefs - Mike Gil",Science & Technology,0.722212935,0.86043993
Are we living in a simulation? - Zohreh Davoudi,Earth and Space Science,0.696024523,0.34504724
The accident that changed the world - Allison Ramsey and Mary Staicu,Critical Thinking,0.746781744,0.476851032
Which is better: Soap or hand sanitizer? - Alex Rosenthal and Pall Thordarson,Public Health,0.742179537,0.349064209
Why is that baby staring at me?,Developmental Psychology,0.739560089,0.408946816
How well do masks work?,Thinking & Learning,0.661390376,0.208774407
The myth of Hercules: 12 labors in 8-bits - Alex Gendler,Literature & Language,0.778994427,0.480734408
Frogsicles: Frozen but still alive,Science & Technology,0.759633004,0.592037926
How feng shui shaped Hong Kong's skyline,"Design, Engineering & Technology",0.717985263,0.555405687
Why is blue so rare in nature?,Science & Technology,0.717070073,0.401764116
A brief history of cannibalism - Bill Schutt,Literature & Language,0.718228638,0.670992091
Can stereotypes ever be good? - Sheila Marie Orfano and Densho,Psychology,0.699347119,0.24794361
How does chemotherapy work? - Hyunsoo Joshua No,Health,0.728970236,0.521020409
What is a coronavirus? - Elizabeth Cox,Public Health,0.701726008,0.353204807
History through the eyes of a chicken - Chris A. Kniesly,Science & Technology,0.735278169,0.483209113
What is hyperbole?,Literature & Language,0.71477505,0.261383934
Using radioactive drugs to see inside your body - Pedro Brugarolas,Science & Technology,0.759427976,0.413360673
Could we steal the power of a black hole? - Fabio Pacucci,Emotional Health,0.70272733,0.329988013
Newton's three-body problem explained - Fabio Pacucci,Science & Technology,0.677067871,0.23791269
The science of hearing - Douglas L. Oliver,Health,0.730738234,0.48884316
How laser tattoo removal works,Science & Technology,0,0
The first and last king of Haiti - Marlene Daut,History,0.738123836,0.428289304
How friendship affects your brain - Shannon Odell,Psychology,0.741513588,0.45327236
Nature's mood rings: How chameleons really change color,Social Studies,0.706301402,0.447738858
How to tame your wandering mind,Health,0,0
Months of the year song,Mathematics,0.72871109,0.364929858
Can you solve the alien probe riddle? - Dan Finkel,Mathematics,0.76037991,1
Who decides how long a second is? - John Kitching,Science & Technology,0.705096687,0.331683037
Stay in - or leave - a relationship?,Psychology,0.660191812,0.409597834
Make your own secret ink!,Science & Technology,0.77654808,0.405249916
The Very Hungry Caterpillar - Read aloud picture book,Literature,0.755778862,0.674893804
How to make a hexaflexagon,Mathematics,0.698231733,0.493676936
"Why should you read ""Don Quixote""? - Ilan Stavans",Literature & Language,0.704422939,0.259874284
Romance and revolution: The poetry of Pablo Neruda - Ilan Stavans,Health,0.727018736,0.541212644
3 ways to cope with anxiety - Olivia Remes,Thinking & Learning,0,0
Nature's fortress: How cacti keep water in and predators out - Lucas C. Majure,Science & Technology,0.751568308,0.488542968
Can you solve the rogue AI riddle? - Dan Finkel,Mathematics,0.746497412,0.263544207
Can you solve the honeybee riddle? - Dan Finkel,Mathematics,0.709043698,0.604619837
Super E (silent E hip hop song for kids),Literature & Language,0.723752065,0.611462186
Did the Amazons really exist? - Adrienne Mayor,Social Studies,0.709545088,0.490582346
"The difference between the United Kingdom, Great Britain and England explained",Social Studies,0.756793721,0.418185212
How QWERTY conquered keyboards,"Design, Engineering & Technology",0.743491257,0.448408625
"What causes panic attacks, and how can you prevent them? - Cindy J. Aaronson",Psychology,0.737202355,0.821286774
There Was an Old Lady Who Swallowed a Fly | Read aloud flip-along book,Literature,0.688902471,0.806314428
Reforestation: Impact on Climate,Science & Technology,0.711637689,0.648784935
Learn to read long vowels - AU and AW,Literature & Language,0.73971809,0.542969902
The surprising reason birds sing - Partha P. Mitra,Science & Technology,0.718689172,0.818419162
What Does Lead Poisoning Do To Your Brain?,Public Health,0.74372998,0.359734325
What a conductor actually does on stage,The Arts,0.720309675,0.484701523
The surprising cause of stomach ulcers - Rusha Modi,Life Sciences,0.705351703,0.352238341
Can you solve the riddle and escape Hades? - Dan Finkel,Civics,0.879382592,0.656830544
Ethical dilemma: The burger murders - George Siedel and Christine Ladwig,Thinking & Learning,0.752306269,0.273163557
How did the deepest part of the ocean get so polluted?,Health,0.767899636,0.576384998
What causes insomnia? - Dan Kwartler,Health,0.764348859,0.63393561
Does being cold make you sick?,Social Studies,0.715766009,0.271976604
A simple way to tell insects apart - Anika Hazra,Life Sciences,0.765295516,0.681773529
Why some people are more altruistic than others - Abigail Marsh,Psychology,0,0
Are you a giver or a taker? - Adam Grant,Psychology,0,0
A day in the life of an ancient Babylonian business mogul - Soraya Field Fiorio,Social Studies,0.776544929,0.389404108
How squids outsmart their predators - Carly Anne York,Science & Technology,0.712149867,0.545079543
How long will human impacts last? - David Biello,Environmental Science,0.718615473,0.346802943
How did Dracula become the world's most famous vampire? - Stanley Stepanic,History,0.860151416,0.55502027
Can you solve the killer robo-ants riddle? - Dan Finkel,Mathematics,0.718847622,0.175549284
Can you solve the sea monster riddle? - Dan Finkel,Thinking & Learning,0.717726112,0.238344219
Which voting system is the best? - Alex Gendler,Civics,0.717894835,0.258713022
The first humans on Mars,Science & Technology,0,0
French and English gardens,Social Studies,0.708868042,0.748208763
How do US Supreme Court justices get appointed? - Peter Paccone,Civics,0.67777281,0.285327113
Could the Earth be swallowed by a black hole? - Fabio Pacucci,Science & Technology,0.830076607,0.377608911
"Everything you need to know to read ""Frankenstein"" - Iseult Gillespie",Literature,0.670353506,0.456829587
Why do we harvest horseshoe crab blood? - Elizabeth Cox,Life Sciences,0.759444635,0.762904178
Who built Great Zimbabwe? And why? - Breeanna Elliott,History,0.732491524,0.381316636
"Who owns the ""wilderness""? - Elyse Cox",Literature & Language,0.724207993,0.375253495
No one can figure out how eels have sex - Lucy Cooke,Science & Technology,0.719299331,0.618072265
Four billion years of evolution in six minutes - Prosanta Chakrabarty,Earth and Space Science,0.700723945,0.669134954
The Cheerios effect,Science & Technology,0.753721738,0.509505192
The coin flip conundrum - Po-Shen Loh,Mathematics,0.689834647,0.458771079
One day in the coldest village on Earth,Physical Science,0.754741952,0.493918947
Secrets of the X chromosome - Robin Ball,Growth & Development,0.809684475,0.292949211
What does this symbol actually mean? - Adrian Treharne,Public Health,0.716960724,0.419571722
Why salt & pepper?,Social Studies,0.707589617,0.562655983
How hormones work,Health,0,0
History vs. Sigmund Freud - Todd Dufresne,Psychology,0.757530218,0.398682112
Candy Corn In Space,Science & Technology,0.694857419,0.530828137
Can you solve the three gods riddle? - Alex Gendler,Critical Thinking,0.70829552,0.325200378
How a single-celled organism almost wiped out life on Earth - Anusuya Willis,Earth and Space Science,0.725874058,0.857497656
How far can we go?,Science & Technology,0.69470514,0.755235558
Is it possible to create a perfect vacuum? - Rolf Landua and Anais Rassat,"Design, Engineering & Technology",0.699947858,0.488596167
How does anesthesia work? - Steven Zheng,Health,0.749431257,0.892701393
The myth of the stolen eyeballs - Nathan D. Horowitz,Health,0.732333428,0.618302299
Why are human bodies asymmetrical? - Leo Q. Wan,Health,0.690124433,0.69847533
When will the next ice age happen? - Lorraine Lisiecki,Science & Technology,0.712326695,0.231743327
A day in the life of a Roman soldier - Robert Garland,History,0.658723338,0.64060756
How computer memory works - Kanawat Senanan,Technology,0.737874629,0.479256072
How do our brains process speech? - Gareth Gaskell,Literature & Language,0.690817459,0.47079342
The poet who painted with his words - Genevi??ve Emy,Visual Arts,0.742994908,0.614966315
Why Do Dogs Smell Each Other's Butts?,Science & Technology,0.685977345,0.532985125
How to make magnetic slime,Science & Technology,0.701453895,0.589236
What is the tragedy of the commons? - Nicholas Amendolare,Environmental Science,0.748938806,0.27872348
Can you solve the counterfeit coin riddle? - Jennifer Lu,Data Analysis & Probability,0.683418623,0.873575888
The philosophy of Stoicism - Massimo Pigliucci,History,0.774012833,0.425530975
Is height all in your genes?,Science & Technology,0.677923553,0.537216138
How the world's longest underwater tunnel was built - Alex Gendler,"Design, Engineering & Technology",0.673552103,0.404418589
The exceptional life of Benjamin Banneker - Rose-Margaret Ekeng-Itua,History,0.783997818,0.642315822
The history of the Cuban Missile Crisis - Matthew A. Jordan,History,0.721443217,0.537604419
How many ways are there to prove the Pythagorean theorem? - Betty Fei,Geometry,0.777108179,0.315849434
How Does it Grow? Hydroponic Spinach,Life Sciences,0.721420697,0.577498702
"When will the next mass extinction occur? - Borths, D'Emic, and Pritchard",Science & Technology,0.719694861,0.481042222
The Case For Andy Warhol,Value of the Arts,0.754265535,0.620200851
"The science behind the myth: Homer's ""Odyssey"" - Matt Kaplan",Social Studies,0.751210327,0.243084295
How do we separate the seemingly inseparable? - Iddo Magen,Physical Science,0.682014344,0.516799965
The three different ways mammals give birth - Kate Slabosky,Life Sciences,0.759374018,0.40273963
The tallest lifeforms of all time,Earth and Space Science,0.686316279,0.653044835
How often should you get a flu shot? - Melvin Sanicas,Public Health,0.781511454,0.260797902
What is metallic glass? - Ashwini Bharathula,Science & Technology,0.754717475,0.291917522
A Warrior's Cry Against Child Marriage,Social Studies,0.676333733,0
What can you learn from ancient skeletons? - Farnaz Khatibi,Anthropology,0.679364151,0.638017605
7 things we don't know about the ocean,Science & Technology,0,0
What Teachers Make,Teaching & Education,0.730360082,0.370871743
Real life sunken cities - Peter Campbell,Geography,0.720439074,0.89157972
"What makes something ""Kafkaesque""? - Noah Tavlin",Literature & Language,0.707925431,0.232856755
The Bystander Effect: The science of empathy,Psychology,0.62500727,0.538803943
?????? B??I????? ?????? PY????MID??,History,0.735723391,0.267688108
Why do we kiss under mistletoe? - Carlos Reif,History,0.724430824,0.721551276
How do cigarettes affect the body? - Krishna Sudhir,Health,0.735095684,0.552509436
Is radiation dangerous? - Matt Anticole,Health,0.737219844,0.591090623
How I teach kids to love science - Cesar Harada,Environmental Science,0.727750405,1
Why do people join cults? - Janja Lalich,Social Psychology,0.733344829,0.475999001
Can you solve the river crossing riddle? - Lisa Winer,Mathematics,0.697277535,0.268309885
Your words may predict your future mental health,Linguistics,0,0
The threat of invasive species - Jennifer Klos,Environmental Science,0.771891578,0.172797843
Plants Use An Internet Made of Fungus,Earth and Space Science,0.715877084,1
The Future of Air Travel,"Design, Engineering & Technology",0,0
