Title,Category,Questions Average BLEU,Options Average BLEU,,,,,
The last living members of an extinct species - Jan Stejskal,Science & Technology,0.697882352,0.437388941,,,,,
Can you solve the vampire hunter riddle? - Dan Finkel,Mathematics,0.701791626,0.367438257,,,,,
The life cycle song,Life Sciences,0.730879087,0.398998122,,,,,
The princess who rewrote history - Leonora Neville,Social Studies,0.747712914,0.552578761,,,,,
The distracted mind,Thinking & Learning,0.702164553,0.614755608,,,,,
Can you outsmart the fallacy that divided a nation? - Elizabeth Cox,Thinking & Learning,0.712735189,0.413587899,,,,,
"What is Juneteenth, and why is it so important?",Science & Technology,0.687528431,0.839989675,,,,,
How do blood transfusions work? - Bill Schutt,Science & Technology,0.728160803,0.309756326,,,,,
Letter vowels - WH and PH | Phonics for kids,Literature & Language,0.705415883,0.566691892,,,,,
How powerful is the world's biggest battery?,Science & Technology,0.726462979,0.515856989,,,,,
How do steroids affect your muscles--- and the rest of your body? - Anees Bahji,Health,0.713043445,0.571735592,,,,,
The value song | Art Songs,Visual Arts,0.744357665,0.683054665,,,,,
How do you know if you have a virus? - Cella Wright,Health,0.750294172,0.422890851,,,,,
Living with Less Water,Health,0.725164812,0.551363773,,,,,
What is society? | US society for children,Civics,0.738595125,0.096721836,,,,,
"Why should you read ""Dune"" by Frank Herbert? - Dan Kwartler",Literature & Language,0.719332504,0.467590441,,,,,
The life cycle of a neutron star - David Lunney,Science & Technology,0.678283474,0.756173754,,,,,
How do viruses jump from animals to humans? - Ben Longdon,Health,0.708759084,0.413134812,,,,,
Why you feel anxious socializing (and what to do about it) - Fallon Goodman,Psychology,0,0,,,,,
Why humans are so bad at thinking about climate change,"Design, Engineering & Technology",0,0,,,,,
Can you solve the cheating royal riddle? - Dan Katz,Mathematics,0.736902382,0.972321237,,,,,
What causes an economic recession? - Richard Coffin,Business & Economics,0.742010378,0.6052187,,,,,
Who was Nelson Mandela?,Science & Technology,0.74278747,0.809957414,,,,,
A brief history of dogs - David Ian Howe,Literature & Language,0.702769296,0.592734304,,,,,
The texture song | Art Songs,Visual Arts,0.757010007,0.794249061,,,,,
The surprising habits of original thinkers - Adam Grant,Thinking & Learning,0,0,,,,,
The 5 types of text structure,Writing/Composition,0.738242522,0.414338431,,,,,
Why do we get goose bumps?,Environmental Science,0.712783599,0.597759912,,,,,
"The ""myth"" of the boiling frog",Science & Technology,0.708903861,0.833152005,,,,,
Do larger animals take longer to pee? - David L. Hu,Thinking & Learning,0.724807765,0.498583025,,,,,
Why do bats carry so many diseases? (like coronavirus),Life Sciences,0.691658423,0.484179309,,,,,
What's a smartphone made of? - Kim Preshoff,Science & Technology,0.700012429,0.630215687,,,,,
How war weakens national immune systems,Health,0.697279301,0.295826912,,,,,
What causes the phases of the moon?,Health,0.707695793,0.367423118,,,,,
How turtle shells evolved... twice - Judy Cebra Thomas,Emotional Health,0.716290655,0.600797374,,,,,
The environmental cost of free two-day shipping,Earth and Space Science,0.722185043,0.503194868,,,,,
"Why should you read Dante's ""Divine Comedy""? - Sheila Marie Orfano",Literature,0.756995381,0.629597813,,,,,
The myth of Ireland's two greatest warriors - Iseult Gillespie,Anthropology,0.740298908,0.291223408,,,,,
"Why should you read ""The Joy Luck Club"" by Amy Tan? - Sheila Marie Orfano",Critical Thinking,0.812363429,0.630603814,,,,,
What would happen if the world went vegetarian?,Emotional Health,0.712468177,0.110157459,,,,,
A day in the life of a Mongolian queen - Anne F. Broadbridge,Social Studies,0.736715614,0.495807932,,,,,
Epic Engineering: Building the Brooklyn Bridge - Alex Gendler,"Design, Engineering & Technology",0.711370448,0.581141739,,,,,
Can ketchup clean a penny?,Science & Technology,0.732509003,0.705487524,,,,,
"What ""Machiavellian"" really means - Pazit Cahlon and Alex Gendler",Organization and Time Management,0.713377035,0.394488937,,,,,
The wildly complex anatomy of a sneaker - Angel Chang,"Design, Engineering & Technology",0.709069877,0.828130564,,,,,
Is Google killing your memory?,Thinking & Learning,0.714618431,0.347426038,,,,,
Why cockroaches are so hard to kill,Science & Technology,0.719324006,0.665602239,,,,,
The art forger who tricked the Nazis - Noah Charney,History,0.744942593,0.322174727,,,,,
Adding '-ed' | Past tense verbs,Literature & Language,0.741633923,0.768755148,,,,,
Meat-eating plants,Environmental Science,0.746404684,0.774854618,,,,,
Why bats don't get sick - Arinjay Banerjee,Science & Technology,0.711009105,0.465347428,,,,,
Myths you learned in health class,Public Health,0.695080966,0.616672312,,,,,
The amazing effects of gratitude,Thinking & Learning,0.719772921,0.66108769,,,,,
"Why should you read ""Waiting for Godot""? - Iseult Gillespie",Literature & Language,0.748976114,0.656496308,,,,,
The archer's paradox in slow motion,Mathematics,0,0,,,,,
Can you outsmart a troll (by thinking like one)? - Claire Wardle,Science & Technology,0.688056662,0.484510472,,,,,
The five W's song,Literature & Language,0.726963582,0.559790169,,,,,
"The big-beaked, rock-munching fish that protect coral reefs - Mike Gil",Science & Technology,0.712074906,0.887650161,,,,,
Are we living in a simulation? - Zohreh Davoudi,Earth and Space Science,0.693052054,0.397298442,,,,,
The accident that changed the world - Allison Ramsey and Mary Staicu,Critical Thinking,0.698947022,0.809732115,,,,,
Which is better: Soap or hand sanitizer? - Alex Rosenthal and Pall Thordarson,Public Health,0.766171453,0.273474308,,,,,
Why is that baby staring at me?,Developmental Psychology,0.703076975,0.656837483,,,,,
How well do masks work?,Thinking & Learning,0.643043307,0.413662408,,,,,
The myth of Hercules: 12 labors in 8-bits - Alex Gendler,Literature & Language,0.739722012,0.514572751,,,,,
Frogsicles: Frozen but still alive,Science & Technology,0.729198305,0.474851763,,,,,
How feng shui shaped Hong Kong's skyline,"Design, Engineering & Technology",0.734505314,0.346085435,,,,,
Why is blue so rare in nature?,Science & Technology,0.693571652,0.455818079,,,,,
A brief history of cannibalism - Bill Schutt,Literature & Language,0.718899683,0.635821146,,,,,
Can stereotypes ever be good? - Sheila Marie Orfano and Densho,Psychology,0.695778426,0.2825822,,,,,
How does chemotherapy work? - Hyunsoo Joshua No,Health,0.724722058,0.507326532,,,,,
What is a coronavirus? - Elizabeth Cox,Public Health,0.747756212,0.454821694,,,,,
History through the eyes of a chicken - Chris A. Kniesly,Science & Technology,0.740978377,0.324184562,,,,,
What is hyperbole?,Literature & Language,0.730924192,0.203628353,,,,,
Using radioactive drugs to see inside your body - Pedro Brugarolas,Science & Technology,0.7487498,0.369426644,,,,,
Could we steal the power of a black hole? - Fabio Pacucci,Emotional Health,0.735295185,0.365304285,,,,,
Newton's three-body problem explained - Fabio Pacucci,Science & Technology,0.765587059,0.296527458,,,,,
The science of hearing - Douglas L. Oliver,Health,0.721011541,0.571334444,,,,,
How laser tattoo removal works,Science & Technology,0,0,,,,,
The first and last king of Haiti - Marlene Daut,History,0.761148348,0.438772238,,,,,
How friendship affects your brain - Shannon Odell,Psychology,0.693622515,0.693755852,,,,,
Nature's mood rings: How chameleons really change color,Social Studies,0.751496016,0.182272759,,,,,
How to tame your wandering mind,Health,0,0,,,,,
Months of the year song,Mathematics,0.700371188,0.472629525,,,,,
Can you solve the alien probe riddle? - Dan Finkel,Mathematics,0.748280653,1,,,,,
Who decides how long a second is? - John Kitching,Science & Technology,0.757875281,0.441621605,,,,,
Stay in - or leave - a relationship?,Psychology,0.645556284,0.573980926,,,,,
Make your own secret ink!,Science & Technology,0.728684182,0.280385326,,,,,
The Very Hungry Caterpillar - Read aloud picture book,Literature,0.717041785,0.861097594,,,,,
How to make a hexaflexagon,Mathematics,0.684369695,0.52810415,,,,,
"Why should you read ""Don Quixote""? - Ilan Stavans",Literature & Language,0.805750111,0.391397347,,,,,
Romance and revolution: The poetry of Pablo Neruda - Ilan Stavans,Health,0.710513329,0.672199967,,,,,
3 ways to cope with anxiety - Olivia Remes,Thinking & Learning,0,0,,,,,
Nature's fortress: How cacti keep water in and predators out - Lucas C. Majure,Science & Technology,0.752436007,0.679114712,,,,,
Can you solve the rogue AI riddle? - Dan Finkel,Mathematics,0.705164518,0.250474997,,,,,
Can you solve the honeybee riddle? - Dan Finkel,Mathematics,0.739429317,0.767537184,,,,,
Super E (silent E hip hop song for kids),Literature & Language,0.746516943,0.60484179,,,,,
Did the Amazons really exist? - Adrienne Mayor,Social Studies,0.685409247,0.454208988,,,,,
"The difference between the United Kingdom, Great Britain and England explained",Social Studies,0.751465803,0.656346729,,,,,
How QWERTY conquered keyboards,"Design, Engineering & Technology",0.757076564,0.449826323,,,,,
"What causes panic attacks, and how can you prevent them? - Cindy J. Aaronson",Psychology,0.697365602,0.873220339,,,,,
There Was an Old Lady Who Swallowed a Fly | Read aloud flip-along book,Literature,0.702543814,0.695664136,,,,,
Reforestation: Impact on Climate,Science & Technology,0.748990894,0.631297357,,,,,
Learn to read long vowels - AU and AW,Literature & Language,0.740037776,0.380253274,,,,,
The surprising reason birds sing - Partha P. Mitra,Science & Technology,0.748244174,1,,,,,
What Does Lead Poisoning Do To Your Brain?,Public Health,0.733094854,0.654228422,,,,,
What a conductor actually does on stage,The Arts,0.709404134,0.575188906,,,,,
The surprising cause of stomach ulcers - Rusha Modi,Life Sciences,0.710417666,0.163982304,,,,,
Can you solve the riddle and escape Hades? - Dan Finkel,Civics,0.725347839,0.987991784,,,,,
Ethical dilemma: The burger murders - George Siedel and Christine Ladwig,Thinking & Learning,0.729786647,0.14340659,,,,,
How did the deepest part of the ocean get so polluted?,Health,0.701194271,0.761805497,,,,,
What causes insomnia? - Dan Kwartler,Health,0.723813887,0.644338583,,,,,
Does being cold make you sick?,Social Studies,0.763638537,0.475222568,,,,,
A simple way to tell insects apart - Anika Hazra,Life Sciences,0.750333479,0.750317607,,,,,
Why some people are more altruistic than others - Abigail Marsh,Psychology,0,0,,,,,
Are you a giver or a taker? - Adam Grant,Psychology,0,0,,,,,
A day in the life of an ancient Babylonian business mogul - Soraya Field Fiorio,Social Studies,0.74807049,0.439439477,,,,,
How squids outsmart their predators - Carly Anne York,Science & Technology,0.723099237,0.701149983,,,,,
How long will human impacts last? - David Biello,Environmental Science,0.732171586,0.481689371,,,,,
How did Dracula become the world's most famous vampire? - Stanley Stepanic,History,0.719270793,0.638089607,,,,,
Can you solve the killer robo-ants riddle? - Dan Finkel,Mathematics,0.718636797,0.215591765,,,,,
Can you solve the sea monster riddle? - Dan Finkel,Thinking & Learning,0.746154345,0.404171984,,,,,
Which voting system is the best? - Alex Gendler,Civics,0.686934599,0.332761946,,,,,
The first humans on Mars,Science & Technology,0,0,,,,,
French and English gardens,Social Studies,0.724882957,0.798681468,,,,,
How do US Supreme Court justices get appointed? - Peter Paccone,Civics,0.751646478,0.33657299,,,,,
Could the Earth be swallowed by a black hole? - Fabio Pacucci,Science & Technology,0.715127278,0.354347198,,,,,
"Everything you need to know to read ""Frankenstein"" - Iseult Gillespie",Literature,0.688373355,0.341048266,,,,,
Why do we harvest horseshoe crab blood? - Elizabeth Cox,Life Sciences,0.699932508,1,,,,,
Who built Great Zimbabwe? And why? - Breeanna Elliott,History,0.72644437,0.659692172,,,,,
"Who owns the ""wilderness""? - Elyse Cox",Literature & Language,0.735977272,0.29860158,,,,,
No one can figure out how eels have sex - Lucy Cooke,Science & Technology,0.724811249,0.702348959,,,,,
Four billion years of evolution in six minutes - Prosanta Chakrabarty,Earth and Space Science,0.683568599,0.726494682,,,,,
The Cheerios effect,Science & Technology,0.729837758,0.623802044,,,,,
The coin flip conundrum - Po-Shen Loh,Mathematics,0.707420834,0.456838235,,,,,
One day in the coldest village on Earth,Physical Science,0.719436747,0.616057905,,,,,
Secrets of the X chromosome - Robin Ball,Growth & Development,0.693813407,0.266052266,,,,,
What does this symbol actually mean? - Adrian Treharne,Public Health,0.740776846,0.606594743,,,,,
Why salt & pepper?,Social Studies,0.710083444,0.639219772,,,,,
How hormones work,Health,0,0,,,,,
History vs. Sigmund Freud - Todd Dufresne,Psychology,0.684652104,0.546959847,,,,,
Candy Corn In Space,Science & Technology,0.691097358,0.570011412,,,,,
Can you solve the three gods riddle? - Alex Gendler,Critical Thinking,0.775067351,0.175282732,,,,,
How a single-celled organism almost wiped out life on Earth - Anusuya Willis,Earth and Space Science,0.744651308,0.57536635,,,,,
How far can we go?,Science & Technology,0.709216457,0.719735514,,,,,
Is it possible to create a perfect vacuum? - Rolf Landua and Anais Rassat,"Design, Engineering & Technology",0.695878008,0.698060025,,,,,
How does anesthesia work? - Steven Zheng,Health,0.741605616,0.979730178,,,,,
The myth of the stolen eyeballs - Nathan D. Horowitz,Health,0.742674519,0.645172771,,,,,
Why are human bodies asymmetrical? - Leo Q. Wan,Health,0.746882541,0.757936834,,,,,
When will the next ice age happen? - Lorraine Lisiecki,Science & Technology,0.703822375,0.150498523,,,,,
A day in the life of a Roman soldier - Robert Garland,History,0.725199695,0.639930295,,,,,
How computer memory works - Kanawat Senanan,Technology,0.700702466,0.705027092,,,,,
How do our brains process speech? - Gareth Gaskell,Literature & Language,0.758041904,0.452428146,,,,,
The poet who painted with his words - Genevi??ve Emy,Visual Arts,0.736948674,0.605749611,,,,,
Why Do Dogs Smell Each Other's Butts?,Science & Technology,0.698366391,0.589176672,,,,,
How to make magnetic slime,Science & Technology,0.655030113,0.649430516,,,,,
What is the tragedy of the commons? - Nicholas Amendolare,Environmental Science,0.716312842,0.364293567,,,,,
Can you solve the counterfeit coin riddle? - Jennifer Lu,Data Analysis & Probability,0.735320411,0.75142748,,,,,
The philosophy of Stoicism - Massimo Pigliucci,History,0.723637062,0.716268794,,,,,
Is height all in your genes?,Science & Technology,0.700212826,0.518860517,,,,,
How the world's longest underwater tunnel was built - Alex Gendler,"Design, Engineering & Technology",0.706484564,0.514079308,,,,,
