Title,Category,Questions Average ROUGE-1,Questions Average ROUGE-2,Questions Average ROUGE-L,Options Average ROUGE-1,Options Average ROUGE-2,Options Average ROUGE-L,,,,,,,
Why do we celebrate Groundhog Day?,Social Studies,0.230782083,0.021052632,0.230782083,0.048181818,0,0.048181818,,,,,,,
Can you solve the dragon jousting riddle? - Alex Gendler,Social Studies,0.35457971,0.139469226,0.35457971,0.066666667,0,0.066666667,,,,,,,
4 signs of emotional abuse - Viann Nguyen-Feng,Emotional Health,0.416459627,0.16819321,0.244306418,0.136335413,0.041025641,0.121335413,,,,,,,
A brief history of the devil - Brian A. Pavlac,Philosophy & Religion,0.300387728,0.093433584,0.218147939,0.076263736,0.02,0.076263736,,,,,,,
Claws vs. Nails - Matthew Borths,Science & Technology,0.399206349,0.138157895,0.357936508,0.072051282,0,0.072051282,,,,,,,
Can you solve the death race riddle? - Alex Gendler,Thinking & Learning,0.29924812,0.121052632,0.262884484,0.025,0,0.025,,,,,,,
Systemic racism explained,Science & Technology,0.230876068,0.076,0.216061254,0,0,0,,,,,,,
Is there a secret to creativity?,"Design, Engineering & Technology",0.270233181,0,0.270233181,0.150162338,0,0.150162338,,,,,,,
Why can't dogs eat chocolate?,Science & Technology,0.396502573,0.072380952,0.337920202,0.218183387,0.016025641,0.21151672,,,,,,,
The most colorful gemstones on Earth - Jeff Dekofsky,Health,0.420495981,0.103529412,0.333033118,0.158333333,0,0.158333333,,,,,,,
3 myths about racism that keep the US from progress - Candis Watts Smith,Social Studies,0,0,0,0,0,0,,,,,,,
"What causes opioid addiction, and why is it so tough to combat? - Mike Davis",Health,0.260083542,0.068111455,0.243416876,0.172424242,0.0225,0.162424242,,,,,,,
Learn to read | Phonics for kids | Long vowels - OU and OY,Literature & Language,0.423691046,0.196883385,0.250460242,0.237698413,0.048571429,0.237698413,,,,,,,
The fascinating history of cemeteries - Keith Eggener,Social Studies,0.26944624,0.090909091,0.216224952,0.150496032,0.059375,0.150496032,,,,,,,
How to be confident,Motivation and Emotion,0.314938685,0.095238095,0.314938685,0.117293344,0.040592741,0.11301984,,,,,,,
"Why should you read ""The Master and Margarita""? - Alex Gendler",Literature & Language,0.482783883,0.27016317,0.454212454,0.20047619,0.02,0.186190476,,,,,,,
Can you solve the sorting hat riddle? - Dan Katz and Alex Rosenthal,Thinking & Learning,0.254647254,0.041050903,0.2090986,0,0,0,,,,,,,
Turbulence: one of the great unsolved mysteries of physics - Tom??s Chor,Science & Technology,0.402017164,0.091503268,0.342565505,0.040277778,0,0.040277778,,,,,,,
Can steroids save your life? - Anees Bahji,Health,0.511372549,0.344340659,0.466372549,0.250638694,0.022222222,0.250638694,,,,,,,
"Why should you read ""A Midsummer Night's Dream?"" - Iseult Gillespie",Literature & Language,0.500422178,0.331372549,0.500422178,0.161111111,0,0.161111111,,,,,,,
The myth of Jason and the Argonauts - Iseult Gillespie,Social Studies,0.341176471,0.026666667,0.21923436,0.016666667,0,0.016666667,,,,,,,
Why women's clothing sizes don't make sense,Area Studies,0.206292627,0.018181818,0.155636694,0.036975524,0,0.023033217,,,,,,,
"This-song to teach the sight word ""this""",Literature & Language,0.237259325,0,0.237259325,0.059090909,0,0.059090909,,,,,,,
Elbow Grease - Read aloud picture book,Literature,0.127328431,0,0.127328431,0,0,0,,,,,,,
Where do your online returns go? - Aparna Mehta,Environmental Science,0.395256917,0.194805195,0.33544137,0.2,0.066666667,0.2,,,,,,,
Why every world map is wrong - Kayla Wolf,Social Studies,0.325436964,0.039814815,0.274606824,0.589166667,0.3,0.589166667,,,,,,,
World's most asked questions: how can I get rid of the hiccups?,Health,0.42020202,0.166587302,0.42020202,0.079417706,0,0.069082993,,,,,,,
The taxonomy of candy,Anthropology,0.509803922,0.153846154,0.384313725,0.253061224,0.047952048,0.170486656,,,,,,,
Will there ever be a mile-high skyscraper? - Stefan Al,"Design, Engineering & Technology",0.258813338,0,0.227136319,0.031111111,0,0.031111111,,,,,,,
I am Abraham Lincoln,Social Studies,0,0,0,0,0,0,,,,,,,
The terrifying truth about bananas,Science & Technology,0.437545788,0.133333333,0.330586081,0.174630231,0.065,0.174630231,,,,,,,
6 ways to start a sentence | Sentence structure | Learn to write,Writing/Composition,0.52289651,0.211601732,0.23065921,0.20018133,0.061733822,0.194764663,,,,,,,
Axolotls are masters of regeneration,Life Sciences,0.403671329,0.095704296,0.363671329,0.201111111,0.078571429,0.201111111,,,,,,,
The fish that walk on land - Noah R. Bressman,Science & Technology,0.325454545,0.065962733,0.293454545,0.122619048,0,0.122619048,,,,,,,
The wild world of carnivorous plants - Kenny Coogan,Science & Technology,0.317448961,0.043386243,0.266793112,0.026785714,0,0.026785714,,,,,,,
How rollercoasters affect your body - Brian D. Avery,"Design, Engineering & Technology",0.274603175,0.059966659,0.186984127,0.086666667,0,0.086666667,,,,,,,
A day in the life of a Cossack warrior - Alex Gendler,History,0.508388619,0.242889577,0.484859207,0,0,0,,,,,,,
Facts about pumpkins you never knew,Social Studies,0.308596491,0.047058824,0.210877193,0,0,0,,,,,,,
Digraphs | Phonics song for children | Phonemic awareness,Literature & Language,0.463305322,0.025,0.364145658,0.023611111,0,0.023611111,,,,,,,
A Vanishing Island Off the Louisiana Coast,Health,0.378102564,0.103030303,0.299282051,0.15,0,0.15,,,,,,,
The lovable (and lethal) sea lion - Claire Simeone,Health,0.308473174,0.143226545,0.308473174,0.136810207,0.018382353,0.109617225,,,,,,,
Why should you read Kurt Vonnegut? - Mia Nacamulli,Literature & Language,0.416153846,0.145959596,0.330769231,0.250507913,0.106363636,0.250507913,,,,,,,
Architecture adventure: Crash Course Kids,"Design, Engineering & Technology",0.232173913,0.066375291,0.198086957,0.144362582,0.024358974,0.144362582,,,,,,,
How close are we to uploading our minds? - Michael S. A. Graziano,Science & Technology,0.331194823,0.053333333,0.233592195,0.069494949,0,0.055598846,,,,,,,
The dark history of zombies - Christopher M. Moreman,Philosophy & Religion,0.341097771,0.145959596,0.303378473,0.044444444,0,0.044444444,,,,,,,
How much electricity does it take to power the world?,Science & Technology,0.265119397,0,0.160265326,0.022222222,0.014285714,0.022222222,,,,,,,
Embrace the Shake - Phil Hansen,Visual Arts,0,0,0,0,0,0,,,,,,,
"Why should you read Shakespeare's ""The Tempest""? - Iseult Gillespie",Literature & Language,0.37987395,0.257912088,0.351302521,0.107539683,0.04,0.107539683,,,,,,,
The benefits of a good night's sleep - Shai Marcu,Health,0.392137083,0.014814815,0.217250807,0.205490241,0,0.196728336,,,,,,,
Why don't country flags use the color purple?,Social Studies,0.232237357,0,0.178374923,0.016666667,0,0.016666667,,,,,,,
Why is pneumonia so dangerous? - Eve Gaus and Vanessa Ruiz,Psychology,0.473054247,0.203921569,0.373689595,0.1,0.05,0.1,,,,,,,
When is a pandemic over?,Public Health,0.31298433,0.076,0.239252137,0.213834499,0.133333333,0.208278943,,,,,,,
What is echolocation?,Science & Technology,0.332774753,0.048627451,0.165679068,0.1375,0,0.1375,,,,,,,
Contractions! | English grammar practice,Literature & Language,0.271690932,0,0.228268199,0,0,0,,,,,,,
Could a breathalyzer detect cancer? - Julian Burschka,Philosophy & Religion,0.316492726,0.154276557,0.29222802,0.11410127,0.039886364,0.100536051,,,,,,,
5 ways social media is changing your brain,Psychology,0.289549858,0.043477477,0.165287749,0.125,0.05,0.125,,,,,,,
Malcolm X biography,History,0.345980392,0.053452381,0.28254902,0.033333333,0,0.033333333,,,,,,,
How to outsmart the Prisoner's Dilemma - Lucas Husted,Thinking & Learning,0.310968592,0.175526502,0.293947315,0.195277657,0.034570089,0.180865754,,,,,,,
How to spot a liar - Pamela Meyer,Psychology,0,0,0,0,0,0,,,,,,,
How does herd immunity work?,Business & Economics,0,0,0,0,0,0,,,,,,,
Why can't we talk about periods? - Jen Gunter,Health,0,0,0,0,0,0,,,,,,,
Learn to read | Phonics for kids | Long I Vowels,Literature & Language,0.265755694,0,0.228364389,0,0,0,,,,,,,
"Why should you read ""Kafka on the Shore""? - Iseult Gillespie",Literature & Language,0.33012987,0.13963849,0.311082251,0.111944444,0,0.111944444,,,,,,,
Can you solve the stolen rubies riddle? - Dennis Shasha,Mathematics,0.292000753,0.102812242,0.248202522,0,0,0,,,,,,,
Can you solve the giant iron riddle? - Alex Gendler,Mathematics,0.452265488,0.214354067,0.404104953,0.3,0,0.3,,,,,,,
"The Greek myth of Talos, the first robot - Adrienne Mayor",Social Studies,0.504120879,0.140909091,0.429945055,0.104166667,0.03125,0.104166667,,,,,,,
Art with Mati and Dada ?€? Berthe Morisot,Visual Arts,0.329585104,0.012903226,0.272168836,0.177424242,0.025,0.177424242,,,,,,,
The Chinese myth of the white snake and the meddling monk - Shunan Teng,Science & Technology,0.462648755,0.193226381,0.365998037,0.029090909,0.0125,0.029090909,,,,,,,
How to stay calm under pressure - Noa Kageyama and Pen-Pen Chen,Health,0.332833093,0.032,0.254526215,0.096158009,0.045833333,0.090602453,,,,,,,
How does alcohol make you drunk? - Judy Grisel,Health,0.405407925,0.151538462,0.353659674,0.065491453,0.021590909,0.051549145,,,,,,,
Why do people fear the wrong things? - Gerd Gigerenzer,History,0.273110368,0.106935818,0.273110368,0.04547619,0,0.04547619,,,,,,,
Punctuation explained (by Punctuation!),Literature & Language,0.403748502,0.218428424,0.330870655,0.066666667,0,0.066666667,,,,,,,
How do ocean currents work? - Jennifer Verduin,Science & Technology,0.406066448,0.161363636,0.363961185,0.157790722,0.060892857,0.157790722,,,,,,,
The most horrifying parasites on the planet,Social Studies,0.243078282,0.082666667,0.20477183,0.075,0.05,0.075,,,,,,,
The dark history of the overthrow of Hawaii - Sydney Iaukea,Social Studies,0.277111111,0.098136646,0.238222222,0.097351717,0.019444444,0.07770886,,,,,,,
Can you solve the world's most evil wizard riddle? - Dan Finkel,Thinking & Learning,0.347230289,0.102577031,0.329838985,0.120238095,0,0.101501832,,,,,,,
What if all the sea water became fresh water?,Earth and Space Science,0.28629156,0.067936508,0.26629156,0.068678266,0,0.068678266,,,,,,,
How to spot a pyramid scheme - Stacie Bosley,Business & Economics,0.334316394,0.087493987,0.255026215,0.101364441,0,0.087719752,,,,,,,
Why do you get a fever when you're sick? - Christian Moro,Business & Economics,0.388269694,0.121111111,0.364740282,0,0,0,,,,,,,
How fast can a vaccine be made? - Dan Kwartler,Public Health,0.345728452,0.103030303,0.315728452,0.158333333,0,0.158333333,,,,,,,
How your split ends can help clean oil spills,Earth and Space Science,0.467120879,0.170457079,0.422549451,0.062662338,0.02,0.062662338,,,,,,,
Evolution's great mystery: Language - Michael Corballis,Literature & Language,0.305091954,0.086751574,0.23037931,0.0525,0,0.0425,,,,,,,
How short selling works,Linguistics,0,0,0,0,0,0,,,,,,,
The dark history of IQ tests - Stefan C. Dombrowski,History,0.302851145,0.039529412,0.183874215,0.041599871,0,0.039170721,,,,,,,
Does time exist? - Andrew Zimmerman Jones,Science & Technology,0.424086303,0.1017249,0.3088068,0.15721202,0.034771242,0.149642204,,,,,,,
The material that could change the world... for a third time,Science & Technology,0.311792815,0,0.239692565,0.08,0,0.08,,,,,,,
The secret to rising sea levels,Health,0.316364223,0.062296296,0.200906628,0.053333333,0,0.053333333,,,,,,,
Hawking's black hole paradox explained - Fabio Pacucci,Earth and Space Science,0.459031566,0.13571123,0.373597392,0.160115485,0.031410256,0.146782151,,,,,,,
Can you spot the problem with these headlines? (Level 1) - Jeff Leek and Lucy McGowan,Literature & Language,0.330606407,0.068115942,0.229662471,0.210903066,0.030356375,0.161987635,,,,,,,
Learn to use suffixes -le -al -el with the Singing Nun | Educational song,Literature & Language,0.482824769,0.1726294,0.400766798,0,0,0,,,,,,,
What happens in your body when you swallow gum?,Health,0.346996279,0.048529412,0.24841042,0.042424242,0,0.042424242,,,,,,,
How to change your behavior for the better - Dan Ariely,Psychology,0,0,0,0,0,0,,,,,,,
The secret messages of Viking runestones - Jesse Byock,Health,0.353903743,0.161538462,0.315721925,0.05,0,0.05,,,,,,,
Why should you read Flannery O'Connor? - Iseult Gillespie,Literature & Language,0.320795518,0.206703045,0.282980392,0.009090909,0,0.009090909,,,,,,,
How the Monkey King escaped the underworld - Shunan Teng,Social Studies,0.449107589,0.212868613,0.407728279,0,0,0,,,,,,,
How do antidepressants work? - Neil R. Jeyasingam,Psychology,0.297058824,0.076767677,0.26372549,0.130952381,0.016666667,0.130952381,,,,,,,
Mom vs. dad: What did you inherit?,Health,0.162526871,0.021052632,0.162526871,0.3,0.15,0.3,,,,,,,
Fruits and veggies for kids/Eat your rainbow,Nutrition,0.266233766,0,0.266233766,0.07,0,0.07,,,,,,,
Why the ancient Greeks couldn't see blue,Science & Technology,0.211599512,0.049450549,0.211599512,0,0,0,,,,,,,
The high-stakes race to make quantum computers work - Chiara Decaroli,Mathematics,0.313430486,0.095487084,0.313430486,0.070883838,0,0.070883838,,,,,,,
"Did we domesticate dogs, or did dogs domesticate us?",Science & Technology,0.249466549,0.05,0.229466549,0.086904762,0.045,0.086904762,,,,,,,
What stretching actually does to your body,Social Studies,0,0,0,0,0,0,,,,,,,
How do investors choose stocks? - Richard Coffin,Health,0.301075099,0.019047619,0.23029249,0.122715515,0,0.107971926,,,,,,,
The philosophy of cynicism - William D. Desmond,Literature & Language,0.350125691,0.068333333,0.244544997,0.011111111,0,0.011111111,,,,,,,
Gang of 3 | Sound of 3 consonants,Literature & Language,0.43041958,0.206584767,0.360955711,0,0,0,,,,,,,
The history of colonial America,History,0.300962567,0.073333333,0.300962567,0.137579365,0.030952381,0.137579365,,,,,,,
Art with Mati and Dada ?€? Hokusai,Visual Arts,0.347400319,0.062222222,0.210836181,0.022619048,0,0.022619048,,,,,,,
When is Thanksgiving?,Social Studies,0,0,0,0,0,0,,,,,,,
The Maya myth of the morning star,Social Studies,0.234776335,0.103566434,0.218109668,0.246355866,0.0375,0.246355866,,,,,,,
What's a conure?,Science & Technology,0.286666667,0.0625,0.206666667,0.178571429,0,0.178571429,,,,,,,
The last living members of an extinct species - Jan Stejskal,Science & Technology,0.498962963,0.275031056,0.414518519,0.05,0.05,0.05,,,,,,,
Can you solve the vampire hunter riddle? - Dan Finkel,Mathematics,0.410822511,0.126549708,0.392640693,0,0,0,,,,,,,
The life cycle song,Life Sciences,0.603216931,0.397053939,0.499216931,0.157142857,0.02,0.157142857,,,,,,,
The princess who rewrote history - Leonora Neville,Social Studies,0.444093567,0.235947712,0.444093567,0.051904762,0.02,0.051904762,,,,,,,
The distracted mind,Thinking & Learning,0.407878788,0.128888889,0.306363636,0.132424242,0.0375,0.132424242,,,,,,,
Can you outsmart the fallacy that divided a nation? - Elizabeth Cox,Thinking & Learning,0.303480234,0.097100293,0.215325604,0.150611562,0.053333333,0.144361562,,,,,,,
"What is Juneteenth, and why is it so important?",Science & Technology,0.292468577,0.11884058,0.208494721,0,0,0,,,,,,,
How do blood transfusions work? - Bill Schutt,Science & Technology,0.211705686,0.016666667,0.165742953,0.097354945,0.030514706,0.097354945,,,,,,,
Letter vowels - WH and PH | Phonics for kids,Literature & Language,0.312987013,0.030769231,0.227489177,0.067787115,0,0.067787115,,,,,,,
How powerful is the world's biggest battery?,Science & Technology,0.363962976,0.101638712,0.346571672,0.09,0.038461538,0.09,,,,,,,
How do steroids affect your muscles--- and the rest of your body? - Anees Bahji,Health,0.391594459,0.029100529,0.335860104,0.048611111,0,0.048611111,,,,,,,
The value song | Art Songs,Visual Arts,0.335482384,0,0.18983378,0.136904762,0.033333333,0.136904762,,,,,,,
How do you know if you have a virus? - Cella Wright,Health,0.350687831,0.063157895,0.303492063,0.108293651,0.02,0.08718254,,,,,,,
Living with Less Water,Health,0.416763411,0.171925466,0.383372106,0,0,0,,,,,,,
What is society? | US society for children,Civics,0.604403361,0.230020704,0.53987395,0.158364577,0.103091061,0.153585165,,,,,,,
"Why should you read ""Dune"" by Frank Herbert? - Dan Kwartler",Literature & Language,0.388607079,0.055774854,0.247231984,0.031068931,0,0.031068931,,,,,,,
The life cycle of a neutron star - David Lunney,Science & Technology,0.430954857,0.292492997,0.430954857,0,0,0,,,,,,,
How do viruses jump from animals to humans? - Ben Longdon,Health,0.201767052,0,0.175187531,0.036666667,0,0.036666667,,,,,,,
Why you feel anxious socializing (and what to do about it) - Fallon Goodman,Psychology,0,0,0,0,0,0,,,,,,,
Why humans are so bad at thinking about climate change,"Design, Engineering & Technology",0,0,0,0,0,0,,,,,,,
Can you solve the cheating royal riddle? - Dan Katz,Mathematics,0.268529166,0.052813853,0.185267089,0,0,0,,,,,,,
What causes an economic recession? - Richard Coffin,Business & Economics,0.368722201,0.130688486,0.368722201,0.146190476,0.02,0.146190476,,,,,,,
Who was Nelson Mandela?,Science & Technology,0.267842158,0.078123339,0.22966034,0,0,0,,,,,,,
