title,category,average-bleu,average-rouge,average-bert-score,average-cosine-similarity
How small are we in the scale of the universe? - Alex Hofeldt,Earth and Space Science,0.769978249,0.199072512,0.490492515,0.40671055
What if everyone jumped at once?,Earth and Space Science,0.763511358,0.096078431,0.377607162,0.253507933
From outer space to under our skin: a look at the universe,Earth and Space Science,0.661473535,0.090238286,0.368667526,0.156481347
Why extremophiles bode well for life beyond Earth - Louisa Preston,Earth and Space Science,0.686027967,0.12764011,0.498600065,0.358812419
A needle in countless haystacks: Finding habitable worlds - Ariel Anbar,Earth and Space Science,0.735542458,0.06928077,0.461135904,0.34423048
Why do whales sing? - Stephanie Sardelis,Earth and Space Science,0.689800746,0.119815788,0.457166947,0.345146094
The first asteroid ever discovered - Carrie Nugent,Earth and Space Science,0.743970628,0.059428786,0.409635668,0.34597454
Could a Saturn moon harbor life? - Carolyn Porco,Earth and Space Science,0.714606454,0.122159091,0.549133819,0.384251246
"Conserving our spectacular, vulnerable coral reefs - Joshua Drew",Earth and Space Science,0.701763052,0.074262379,0.452365392,0.220978389
Where did Earth's water come from?,Earth and Space Science,0.638379629,0.107929255,0.415092171,0.318447905
The amazing life of sand,Earth and Space Science,0.709316086,0.033716475,0.40157762,0.213516121
Should we be looking for life elsewhere in the universe? - Aomawa Shields,Earth and Space Science,0.663476524,0.068599152,0.367367538,0.235610216
"A rare, spectacular total eclipse of the sun - Andy Cohen",Earth and Space Science,0.737238796,0.170197142,0.501805111,0.496816429
Four ways to understand the Earth's age - Joshua M. Sneideman,Earth and Space Science,0.710271175,0.098074319,0.384960637,0.279596037
Dare to educate Afghan girls - Shabana Basij-Rasikh,Education Leadership,0.748008675,0.135834008,0.447716262,0.235332726
Should we get rid of standardized testing? - Arlo Kempf,Education Policy,0.714393696,0.154407,0.435392294,0.328691909
What would happen if the world went vegetarian?,Emotional Health,0.664353664,0.037820513,0.439429474,0.297541986
Could we steal the power of a black hole? - Fabio Pacucci,Emotional Health,0.700349039,0.135004942,0.46863719,0.228335705
Would winning the lottery make you happier? - Raj Raghunathan,Emotional Health,0.689901028,0.204274653,0.468238385,0.359282711
An Exercise in Self Compassion,Emotional Health,0.736190291,0.190125153,0.497307808,0.34931268
How turtle shells evolved... twice - Judy Cebra Thomas,Emotional Health,0.715141676,0.098799561,0.397995937,0.34916852
4 signs of emotional abuse - Viann Nguyen-Feng,Emotional Health,0.772901721,0.092733035,0.458180925,0.315291668
A call to invention: DIY speaker edition - William Gurstelle,Engineering,0.704558165,0.085375494,0.415895307,0.157221281
Biofuels and bioprospecting for beginners - Craig A. Kohn,Engineering,0.739455099,0.119160504,0.511209724,0.334745446
"The 2,400-year search for the atom - Theresa Doud",Engineering,0.76259553,0.142379343,0.505294894,0.404063195
Self-assembly: The power of organizing the unorganized - Skylar Tibbits,Engineering,0.74325499,0.218608471,0.531080878,0.371706671
Why don't perpetual motion machines ever work? - Netta Schramm,Engineering,0.744813714,0.156625671,0.489946338,0.330669815
Vermicomposting: How worms can reduce our waste - Matthew Ross,Environmental Science,0.737619004,0.064188848,0.387492915,0.215229662
The science of smog - Kim Preshoff,Environmental Science,0.6249767,0.07087037,0.415150355,0.332896194
Climate change: Earth's giant game of Tetris - Joss Fong,Environmental Science,0.68497373,0.09968658,0.474599845,0.309080171
Why do we get goose bumps?,Environmental Science,0.712578251,0.129370629,0.41203697,0.296915923
How quantum mechanics explains global warming - Lieven Scheire,Environmental Science,0.633986296,0.076254987,0.370618807,0.265919074
Where we get our fresh water - Christiana Z. Peppard,Environmental Science,0.781527333,0.167373737,0.546916214,0.485956915
What is chromatography?,Environmental Science,0.746642426,0.083333333,0.438799288,0.429110615
Polonium - Periodic Table of Videos,Environmental Science,0.745491689,0.046296296,0.364557327,0.215866671
Planning for the end of oil - Richard Sears,Environmental Science,0.710795472,0.176665759,0.524685129,0.418328375
Meat-eating plants,Environmental Science,0.719642109,0.094108669,0.431882601,0.32611529
How Does it Grow? Apples,Environmental Science,0.748533144,0.117626116,0.490282472,0.355645927
The science behind a climate headline - Rachel Pike,Environmental Science,0.725558242,0.108495838,0.416138935,0.21916261
Whatever happened to acid rain? - Joseph Goffman,Environmental Science,0.650099584,0.12432824,0.394600244,0.32342035
How smart are orangutans? - Lu Gao,Environmental Science,0.758563849,0.086640613,0.438434247,0.204628625
The threat of invasive species - Jennifer Klos,Environmental Science,0.734804992,0.080207938,0.410664852,0.280000137
The nurdles' quest for ocean domination - Kim Preshoff,Environmental Science,0.764487464,0.048065476,0.365367353,0.143145004
The life cycle of a t-shirt - Angel Chang,Environmental Science,0.666427527,0.068613344,0.40165592,0.291764195
The sharks that hunt in forests - Luka Seamus Wright,Environmental Science,0.733888295,0.12020689,0.42040005,0.305817649
Phenology and nature's shifting rhythms - Regina Brinker,Environmental Science,0.689434911,0.111551782,0.448333723,0.321947714
How do pelicans survive their death-defying dives?,Environmental Science,0.721093473,0.164831925,0.49003713,0.393705825
Meet The Frog That Barfs Up Its Babies,Environmental Science,0.706579873,0.144372294,0.491643271,0.469430793
Will the ocean ever run out of fish? - Ayana Elizabeth Johnson and Jennifer Jacquet,Environmental Science,0.735574995,0.079365079,0.432106619,0.229732924
How long will human impacts last? - David Biello,Environmental Science,0.734923198,0.099792115,0.426364844,0.312669644
What's hidden among the tallest trees on Earth? - Wendell Oshiro,Environmental Science,0.706528623,0.15151756,0.492039935,0.416682038
Can plants talk to each other? - Richard Karban,Environmental Science,0.684917656,0.084481396,0.43221525,0.31566777
Feedback loops: How nature gets its rhythms - Anje-Margriet Neutel,Environmental Science,0.715878711,0.089885276,0.428373913,0.263379028
What's below the tip of the iceberg? - Camille Seaman,Environmental Science,0.73821516,0.116287874,0.495622573,0.287418741
Fabulous food chains,Environmental Science,0.697852084,0.11986273,0.430013856,0.274217598
Do the green thing - Andy Hobsbawm,Environmental Science,0.69522478,0.133093514,0.420240645,0.176082513
Can the ocean run out of oxygen? - Kate Slabosky,Environmental Science,0.792095858,0.157464671,0.479671397,0.318639659
What is the tragedy of the commons? - Nicholas Amendolare,Environmental Science,0.741583909,0.219853608,0.469985842,0.356288642
How Does it Grow? Potatoes,Environmental Science,0.716009881,0.095118925,0.472755378,0.278175019
The world's ugliest animal,Environmental Science,0.723943895,0.189607852,0.56130167,0.455341377
Why do rivers curve?,Environmental Science,0.686257214,0.079216306,0.422974373,0.2808034
What's so great about the Great Lakes? - Cheri Dobbs and Jennifer Gabrys,Environmental Science,0.731487524,0.185228286,0.462914881,0.388016107
What can we learn from insect cribs?,Environmental Science,0.360389993,0.07340803,0.259698758,0.182875729
How do tornadoes form? - James Spann,Environmental Science,0.72998938,0.10529562,0.431461792,0.267867319
A brief history of plastic,Environmental Science,0.78591213,0.081456044,0.454595919,0.302774057
Which sunscreen should you choose? - Mary Poffenroth,Environmental Science,0.715431725,0.162959014,0.49784876,0.367720052
Where do your online returns go? - Aparna Mehta,Environmental Science,0.740066518,0.175659588,0.470673203,0.359104084
Attack of the killer algae - Eric Noel Mu??oz,Environmental Science,0.651473993,0.063882202,0.390973215,0.242019757
How I teach kids to love science - Cesar Harada,Environmental Science,0.793205258,0.091666667,0.387970833,0.114517367
Real life sunken cities - Peter Campbell,Geography,0.690789857,0.091110566,0.404314291,0.242027168
Five oceans song,Geography,0.795826084,0.087631976,0.443345615,0.071832841
How North America got its shape - Peter J. Haproff,Geography,0.676011247,0.155473746,0.479223087,0.297294558
How do you decide where to go in a zombie apocalypse? - David Hunter,Geography,0.687010848,0.049200473,0.4007961,0.242463134
How much of human history is on the bottom of the ocean? - Peter Campbell,Geography,0.702987471,0.085098349,0.43113346,0.23587931
3D shapes song | Shapes for kids,Geometry,0.699101332,0.143647722,0.574693083,0.321349978
Pizza physics (New York-style) - Colm Kelleher,Geometry,0.710770451,0.036001829,0.405851991,0.229333472
Shapes song for kids,Geometry,0.770507101,0.368262987,0.62036577,0.60038942
How the K??nigsberg bridge problem changed mathematics - Dan Van der Vieren,Geometry,0.708899683,0.177068351,0.448905604,0.339961947
Exploring other dimensions - Alex Rosenthal and George Zaidan,Geometry,0.723482345,0.159080852,0.475400945,0.263425054
The mighty mathematics of the lever - Andy Peterson and Zack Patterson,Geometry,0.654567932,0.110025343,0.41125822,0.342877891
How many ways are there to prove the Pythagorean theorem? - Betty Fei,Geometry,0.674523493,0.112520423,0.433990785,0.325487609
Polygon song,Geometry,0.791453439,0.167095835,0.482979188,0.467675998
Euclid's puzzling parallel postulate - Jeff Dekofsky,Geometry,0.743599843,0.110826511,0.405653499,0.24291305
How much food can you buy for $5 around the world?,Global Economics,0.680464181,0.105263158,0.372281387,0.227200734
What is a gift economy? - Alex Gendler,Global Economics,0.674835717,0.205271207,0.48244051,0.344032927
What does the pancreas do? - Emma Bryce,Growth & Development,0.677252996,0.043069189,0.439524729,0.335448074
Why are some people left-handed? - Daniel M. Abrams,Growth & Development,0.68762273,0.165723959,0.461573265,0.407112412
The benefits of a bilingual brain - Mia Nacamulli,Growth & Development,0.721016608,0.289919279,0.557260789,0.584752667
The power of the placebo effect - Emma Bryce,Growth & Development,0.65406663,0.085008926,0.409576043,0.30208498
The surprising reason you feel awful when you're sick - Marco A. Sotomayor,Growth & Development,0.699306218,0.122426083,0.437881853,0.312958514
Secrets of the X chromosome - Robin Ball,Growth & Development,0.747954518,0.109322503,0.4651859,0.295656296
Debunking the myths of OCD - Natascha M. Santos,Health,0.709239373,0.136137349,0.461956299,0.414986184
How much sleep do you actually need?,Health,0.678941033,0.076441103,0.46657343,0.405888268
Why do blood types matter? - Natalie S. Hodge,Health,0.721175167,0.193750935,0.508781344,0.368250209
Could one vaccine protect against everything?,Health,0.68731318,0.120316316,0.463283101,0.417168981
What did dogs teach humans about diabetes? - Duncan C. Ferguson,Health,0.691319984,0.04986805,0.341862505,0.158020099
Why do we wrinkle when wet?,Health,0.660912014,0.056713448,0.391629972,0.269744039
What causes constipation? - Heba Shaheed,Health,0.737633271,0.10962241,0.40631901,0.304274984
At what moment are you dead? - Randall Hayes,Health,0.68331036,0.041142338,0.397351231,0.190196527
"Which is better for you: ""Real"" meat or ""fake"" meat? - Carolyn Beans",Health,0.672342158,0.16229573,0.521845017,0.520224752
What is obesity? - Mia Nacamulli,Health,0.68382856,0.083765106,0.455226444,0.427281695
How do cigarettes affect the body? - Krishna Sudhir,Health,0.738479913,0.10819217,0.419536302,0.223809702
The benefits of good posture - Murat Dalkilin??,Health,0.741667923,0.038690476,0.459304202,0.259846591
How does the immune system work? - Emma Bryce,Health,0.696322583,0.126217827,0.426069123,0.433713891
Honey: bacteria's worst enemy,Health,0.792745852,0.105392157,0.426606634,0.340729416
Infinity according to Jorge Luis Borges - Ilan Stavans,Health,0.644149982,0.087135361,0.417507148,0.25331618
The secret language of trees - Camille Defrenne and Suzanne Simard,Health,0.680877233,0.121520947,0.515385007,0.411612356
Why is my leg asleep?,Health,0.690508292,0.093685919,0.46106031,0.358676815
What causes insomnia? - Dan Kwartler,Health,0.743960611,0.062089806,0.435008475,0.292147244
How did the deepest part of the ocean get so polluted?,Health,0.72551149,0.129298459,0.471112109,0.285772795
Sugar: Hiding in plain sight - Robert Lustig,Health,0.72990468,0.133672581,0.440087967,0.320319092
The rise and fall of the Byzantine Empire - Leonora Neville,Health,0.727642119,0.222579064,0.492163084,0.415088758
What causes bad breath? - Mel Rosenberg,Health,0.719066004,0.068438252,0.403675233,0.335401976
What's in the air you breathe? - Amy Hrdina and Jesse Kroll,Health,0.734571427,0.079002897,0.480395299,0.351496923
Why do our bodies age? - Monica Menesini,Health,0.698720627,0.05389919,0.388668824,0.224252624
Is binge watching bad for you?,Health,0.798377263,0.147087416,0.467459927,0.37628738
A journey through the human eye,Health,0.677215431,0.095316399,0.395880254,0.273321643
Why does your voice change as you get older? - Shaylin A. Schundler,Health,0.716138767,0.125152151,0.463252452,0.281301127
Why haven't we cured arthritis? - Kaitlyn Sadtler and Heather J. Faust,Health,0.748472414,0.101414141,0.459998927,0.334340298
